id,handle,sku,composite_handle,composite_sku,composite_quantity,name,description,type,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,tags,supply_price,retail_price,outlet_tax_Main_Outlet,account_code,account_code_purchase,brand_name,supplier_name,supplier_code,active,track_inventory,inventory_Main_Outlet,reorder_point_Main_Outlet,restock_level_Main_Outlet
31eb0866-e7cb-11e4-e556-e845d17c4563,141007,141007,,,,"Red onion (Chemical free)","<p>Price per 1kg</p>",Vegetables,,,,,,,"Fresh;Chemical free",8.50,11.00000,"Default tax",Sales,"Cost of goods sold",,"El Hoda",,1,1,-15.00000,3,6
31eb0866-e7cb-11e4-e556-e845d194b9f3,141008,141008,,,,"Spring onion (Chemical free)","<p>Price per 250gm</p>",Vegetables,,,,,,,"Fresh;Chemical free",5.10,7.00000,"Default tax",Sales,"Cost of goods sold",,"El Hoda",,1,1,6.00000,2,6
31eb0866-e7cb-11e4-e556-e845d1aa2112,141009,141009,,,,"Sweet potatoes (Chemical free)","<p>Net weight 1kg</p>",Vegetables,,,,,,,"Fresh;Chemical free",8.80,12.00000,"Default tax",Sales,"Cost of goods sold",,"El Hoda",,1,1,2.00000,3,7
31eb0866-e7cb-11e4-e556-e845d1c0a0c5,151001,151001,,,,"Beef cubes (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",42.50,58.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,9.00000,10,30
31eb0866-e7cb-11e4-e556-e845d1da4e16,151002,151002,,,,"Beef escalope (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",42.50,58.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,22.00000,10,40
31eb0866-e7cb-11e4-e556-e845d1f00d09,151003,151003,,,,"Beef fillet (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",75.00,92.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,5.00000,10,30
31eb0866-e7cb-11e4-e556-e845d20a9e7c,151004,151004,,,,"Beef fillet cubes (chemical free) - frozen","<p>Net weight 500 g</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",68.00,89.40000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,0.00000,5,15
31eb0866-e7cb-11e4-e556-e845d2217392,151005,151005,,,,"Beef liver ( Chemical free ) - frozen","<p>Net weight 500 g</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",47.00,61.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,10.00000,5,15
31eb0866-e7cb-11e4-e556-e845d2395ba2,151006,151006,,,,"Beef mince - no fat (chemical free) - frozen","<p>Net weight 500 g<br /><br />zero fat, free range 100% grass feed.</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",42.00,58.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,20.00000,15,50
31eb0866-e7cb-11e4-e556-e845d251deef,151007,151007,,,,"Beef mince (chemical free) - frozen","<p>Net neight 500 g<br /><br />Free range 100% grass feed.</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",42.00,55.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,0.00000,15,30
31eb0866-e7cb-11e4-e556-e845d26d5ad5,151008,151008,,,,"Beef shanks ( Chemical free ) - frozen","<p>Net weight 500 g</p>
<p>free range 100% grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",37.50,50.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,4.00000,5,10
31eb0866-e7cb-11e4-e556-e845d2860aef,151009,151009,,,,"Beef strips (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",42.50,56.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,10.00000,10,30
31eb0866-e7cb-11e4-e556-e845d29f1608,151010,151010,,,,"Hamburger (chemical free) - frozen","<p>Net weight 500 g</p> <p>Free range 100 % grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",42.50,50.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,0.00000,15,30
31eb0866-e7cb-11e4-e556-e845d2b70c90,151011,151011,,,,"Rib eye steak ( Chemical free ) - frozen","<p>Net weight 500 g</p> <p>Free range 100% grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",42.50,62.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,0.00000,5,10
31eb0866-e7cb-11e4-e556-e845d780d06f,151012,151012,,,,"Top side steak (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Beef,,,,,,,"Frozen;Chemical free;Beef",40.00,58.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,16.00000,10,30
31eb0866-e7cb-11e4-e556-e845d79900d4,151013,151013,,,,"Veal cutlets (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Veal,,,,,,,"Frozen;Chemical free;Veal",68.00,95.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,19.00000,5,15
31eb0866-e7cb-11e4-e556-e845d7b0bd87,151014,151014,,,,"Veal escalope (chemical free) - frozenfrozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Veal,,,,,,,"Frozen;Chemical free;Veal",68.00,92.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,23.00000,5,15
31eb0866-e7cb-11e4-e556-e845d7c6604d,151015,151015,,,,"Veal liver (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Veal,,,,,,,"Frozen;Chemical free;Veal",55.00,74.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,0.00000,5,10
31eb0866-e7cb-11e4-e556-e845d7dba4e8,151016,151016,,,,"Veal Picatta (chemical free) - frozen","<p>Net weight 500 g</p>
<p>Free range 100% grass fed</p>",Veal,,,,,,,"Frozen;Chemical free;Veal",68.00,92.00000,"Default tax",Sales,"Cost of goods sold",,"El rancho",,1,1,8.00000,5,15
31eb0866-e7cb-11e4-e556-e845d7f327d7,161001,161001,,,,"Almond milk ( Original )","<p>Net weight 250ml</p>","Non-dairy milk",,,,,,,,8.00,10.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,10,27
31eb0866-e7cb-11e4-e556-e845d80cec2c,161002,161002,,,,"Oat milk ( Original )","<p>Net weight 1000ml</p>","Non-dairy milk",,,,,,,Organic,23.00,29.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,12
31eb0866-e7cb-11e4-e556-e845d821526f,161003,161003,,,,"Rice milk (original)","<p>1 L</p>","Non-dairy milk",,,,,,,Organic,23.00,31.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,12
31eb0866-e7cb-11e4-e556-e845d836a305,161004,161004,,,,"Soy milk ( light )","<p>Net weight 250ml</p>","Non-dairy milk",,,,,,,"Weight loss",7.25,10.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,6
31eb0866-e7cb-11e4-e556-e845d84ec5b5,161005,161005,,,,"Soy milk (bio)","<p>1 L</p>","Non-dairy milk",,,,,,,Organic,22.00,30.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,6
31eb0866-e7cb-11e4-e556-e845d865dce3,161006,161006,,,,"Soya milk ( Original )","<p>Net weight 250ml</p>","Non-dairy milk",,,,,,,,7.25,10.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,12
31eb0866-e7cb-11e4-e556-e845d87b2f4f,161007,161007,,,,"Soya milk ( special for coffee)","<p>1000 ml</p>","Non-dairy milk",,,,,,,,20.90,27.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,6
31eb0866-e7cb-11e4-e556-e845d8915275,161008,161008,,,,"Soya milk with banana","<p>Net weight 250ml</p>","Non-dairy milk",,,,,,,Flavor,7.25,10.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,12
31eb0866-e7cb-11e4-e556-e8474d5cd2a6,161009,161009,,,,"Soya milk with chocolate ( organic )","<p>1000 gm</p>","Non-dairy milk",,,,,,,Flavor,20.90,27.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,6
31eb0866-e7cb-11e4-e556-e845d8a815a9,161010,161010,,,,"Soya milk with red fruits small","<p>250 ml</p>","Non-dairy milk",,,,,,,Flavor,6.90,9.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,12
31eb0866-e7cb-11e4-e556-e845d8bcb92d,161011,161011,,,,"Soya milk with vanilla","<p>Weight 250ml</p>","Non-dairy milk",,,,,,,Flavor,7.25,10.00000,"Default tax",Sales,"Cost of goods sold",,El_Ansary,,1,1,0.00000,2,12
31eb0866-e7cb-11e4-e556-e845d8d0c3ec,171001,171001,,,,"Cookies with wheat germ","<p><span style=""font-family: 'Courier New'; font-size: 13px;"">100 gm</span></p>
<p><span style=""font-family: 'Courier New'; font-size: 13px;"">A fine and very tasty blend of Wheat Germ, Bee Honey Barley</span><br style=""font-family: 'Courier New'; font-size: 13px;"" /><span style=""font-family: 'Courier New'; font-size: 13px;"">and pure chocolate among other ingredients.</span><br style=""font-family: 'Courier New'; font-size: 13px;"" /><span style=""font-family: 'Courier New'; font-size: 13px;"">Very tasty, nutritious and filling.? It is a blessing when you</span><br style=""font-family: 'Courier New'; font-size: 13px;"" /><span style=""font-family: 'Courier New'; font-size: 13px;"">can enjoy a delicious snack with no sense of guilt at all.</span></p>",Snacks,,,,,,,"High performance;Cookies",14.70,19.00000,"Default tax",Sales,"Cost of goods sold",,Enan,,1,1,23.00000,4,14
31eb0866-e7cb-11e4-e556-e8474e78a222,171002,171002,,,,"Wheat germ miracle","<p>400g pack</p>","Food supplements",,,,,,,"High performance",37.00,51.00000,"Default tax",Sales,"Cost of goods sold",,Enan,,1,1,4.00000,3,12
31eb0866-e7cb-11e4-e556-e845d8e95367,181001,181001,,,,"Baking soda (pure)","<p>Net weight 227g</p>","Baking products",,,,,,,Supplements,5.54,7.00000,"Default tax",Sales,"Cost of goods sold",,Falcon,,1,1,0.00000,2,6
31eb0866-e7cb-11e4-e556-e845d901aaea,181002,181002,,,,"Soy milk (organic) - unsweetened","<p>net weight 946 ml</p>","Non-dairy milk",,,,,,,Organic;Unsweetened,21.17,27.00000,"Default tax",Sales,"Cost of goods sold",,Falcon,,1,1,0.00000,2,8
31eb0866-e7cb-11e4-e556-e845d9181f62,181003,181003,,,,"Soy milk (vanilla)","<p>Net weight 946g</p>","Non-dairy milk",,,,,,,Flavor,22.54,29.00000,"Default tax",Sales,"Cost of goods sold",,Falcon,,1,1,0.00000,2,8
31eb0866-e7cb-11e4-e556-e845d92cfc6b,181004,181004,,,,"Tortillas (whole grain)","<p>Net weight 454g</p>",Bread,,,,,,,"Whole grain",24.26,31.00000,"Default tax",Sales,"Cost of goods sold",,Falcon,,1,1,0.00000,2,12
31eb0866-e7cb-11e4-e556-e845d942f11a,191001,191001,,,,"Alphabet Pasta ( gluten free ) - Italian",,Pasta,,,,,,,"Weight loss;pasta;gluten free",35.00,44.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,2,6
31eb0866-e7cb-11e4-e556-e845d95d4ad2,191002,191002,,,,"Chocolate paste with nuts ( gluten free ) - Bio",,Snacks,,,,,,,"Organic;gluten free;Chocolate",50.00,63.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,4,12
31eb0866-e7cb-11e4-e556-e845d97381fc,191003,191003,,,,"Chocolate paste with nuts and carob ( gluten free ) - Bio","<p>400 g</p>",Snacks,,,,,,,"Organic;gluten free;Chocolate",50.00,63.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,4,12
31eb0866-e7cb-11e4-e556-e845d98a4477,191004,191004,,,,"Cour Di Riso Cacao gluten free",,Snacks,,,,,,,"gluten free;Cookies",14.00,19.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,3,10
31eb0866-e7cb-11e4-e556-e845d9a00545,191005,191005,,,,"Dame al cacao biscuits ( gluten free )",,Snacks,,,,,,,"gluten free;Cookies",35.00,44.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,3,10
31eb0866-e7cb-11e4-e556-e845d9b4337b,191006,191006,,,,"Penne ( gluten free ) - Italian","<p>250 g</p> <p>?</p>",Pasta,,,,,,,"Weight loss;pasta;gluten free",21.00,29.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,4,12
31eb0866-e7cb-11e4-e556-e845d9c9aca2,191007,191007,,,,"Rice and almond milk ( organic )",,"Non-dairy milk",,,,,,,Organic,29.00,37.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,3,10
31eb0866-e7cb-11e4-e556-e845d9df3bb7,191008,191008,,,,"Rice milk extra calcium ( organic )",,"Non-dairy milk",,,,,,,Organic,29.00,37.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,3,10
31eb0866-e7cb-11e4-e556-e845d9f5dda3,191009,191009,,,,"Rice milk with cacao ( organic )",,"Non-dairy milk",,,,,,,Organic,29.00,37.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,3,10
31eb0866-e7cb-11e4-e556-e845da0b0460,191010,191010,,,,"Rotini ( gluten free ) - Italian","<p>250 g</p>",Pasta,,,,,,,"Weight loss;pasta;gluten free",21.00,29.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,4,12
31eb0866-e7cb-11e4-e556-e845da200d4d,191011,191011,,,,"Spaghetti ( gluten free ) - Italian",,Pasta,,,,,,,"Weight loss;pasta;gluten free",21.50,29.00000,"Default tax",Sales,"Cost of goods sold",,Farmex,,1,1,0.00000,3,12
31eb0866-e7cb-11e4-e556-e845c4f5f444,20001,20001,,,,Appricot,"<p>Net weight 500g</p>",Fruits,,,,,,,Fresh,9.00,12.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,2
31eb0866-e7cb-11e4-e556-e845c513debc,20002,20002,,,,"Avocados (imported)","<p>price per 500gm</p>",Fruits,,,,,,,Fresh,20.90,30.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,20.00000,10,10
31eb0866-e7cb-11e4-e556-e845c52bbc1f,20003,20003,,,,"Baby onions","<p>Price per 500 gm</p>",Vegetables,,,,,,,Fresh,6.00,4.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,6.00000,5,5
31eb0866-e7cb-11e4-e556-e845c54468d8,20004,20004,,,,"Baby potatoes","<p>Price per 500 gm</p>",Vegetables,,,,,,,Fresh,0.00,4.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,5,5
31eb0866-e7cb-11e4-e556-e845c55d179f,20005,20005,,,,"Bananas (imported)","<p>Price per 1Kg</p>",Fruits,,,,,,,Fresh,17.50,21.87500,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-3.00000,3,3
31eb0866-e7cb-11e4-e556-e845c5763f82,20006,20006,,,,Cherries,"<p>Net weight 250g</p>",Fruits,,,,,,,Fresh,11.25,15.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-1.00000,2,2
31eb0866-e7cb-11e4-e556-e845c58dd08f,20007,20007,,,,Clementina,"<p>1 kg</p>",Fruits,,,,,,,Fresh,5.50,8.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,4
31eb0866-e7cb-11e4-e556-e845c5a5d676,20008,20008,,,,"Eshta khadra","<p>1 kg</p>",Fruits,,,,,,,Fresh,53.00,71.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,4
31eb0866-e7cb-11e4-e556-e845c5bec296,20009,20009,,,,"Fresh ginger (imported)","<p>Price per 250gm</p>",Vegetables,,,,,,,Fresh,12.25,17.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,3.00000,4,4
31eb0866-e7cb-11e4-e556-e845c5d8d89a,20010,20010,,,,"Green apples (French) - imported","<p>Price per 1 kg</p>",Fruits,,,,,,,Fresh,24.00,32.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,13.00000,3,3
31eb0866-e7cb-11e4-e556-e845c5f15cc2,20011,20011,,,,Guava,"<p>1 kg</p>",Fruits,,,,,,,Fresh,7.50,10.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,2
31eb0866-e7cb-11e4-e556-e845c60842da,20012,20012,,,,"Kaka Fruit","<p>Weight : 1 KG</p>",Fruits,,,,,,,Fresh,8.25,12.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,2
31eb0866-e7cb-11e4-e556-e845c61f027d,20013,20013,,,,Kiwi,"<p>Price per piece</p>",Fruits,,,,,,,Fresh,2.50,4.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,21.00000,10,10
31eb0866-e7cb-11e4-e556-e845c635293d,20014,20014,,,,Melon,"<p>Price per 1kg</p>",Fruits,,,,,,,Fresh,10.00,12.50000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,5.60000,3,3
31eb0866-e7cb-11e4-e556-e845c64e75a5,20015,20015,,,,Mushroom,,Vegetables,,,,,,,Fresh,15.00,19.50000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-4.00000,2,10
31eb0866-e7cb-11e4-e556-e845c6660307,20016,20016,,,,Nectarine,<p>500g</p>,Fruits,,,,,,,Fresh,6.00,8.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,2
31eb0866-e7cb-11e4-e556-e845c67f5dd7,20017,20017,,,,Oranges,"<p>Price per 1Kg</p>",Fruits,,,,,,,Fresh,4.90,7.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-1.00000,3,3
31eb0866-e7cb-11e4-e556-e845c695e5a3,20018,20018,,,,Papaya,<p>500g</p>,Fruits,,,,,,,Fresh,4.50,6.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,2
31eb0866-e7cb-11e4-e556-e845c6ada9ba,20019,20019,,,,"Pears (American) - imported","<p>price per 500 gm</p>",Fruits,,,,,,,Fresh,14.50,18.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-5.00000,4,2
31eb0866-e7cb-11e4-e556-e845c6c69fd0,20020,20020,,,,"Pink grapfruit","<p>1 kg</p>",Fruits,,,,,,,Fresh,3.50,5.25000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-2.00000,3,3
31eb0866-e7cb-11e4-e556-e845c6df2062,20021,20021,,,,Pomegranate,"<p>Weight : 1 KG</p>",Fruits,,,,,,,Fresh,8.00,12.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,4
31eb0866-e7cb-11e4-e556-e845c6f5b77b,20022,20022,,,,"Red apples (American)","<p>Price per 1 kg</p>",Fruits,,,,,,,Fresh,18.00,25.20000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,4.50000,2,4
31eb0866-e7cb-11e4-e556-e845c70ef403,20023,20023,,,,"Red grapes (imported)","<p>Price per 500 gm</p>",Fruits,,,,,,,Fresh,18.50,25.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-0.50000,3,2
31eb0866-e7cb-11e4-e556-e845c7258642,20024,20024,,,,"Red pears (american) - imported","<p>500 g</p>",Fruits,,,,,,,Fresh,13.50,18.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,-1.00000,2,2
31eb0866-e7cb-11e4-e556-e845c73c0cf0,20025,20025,,,,"Red plums (imported)","<p>Punnet 500gm</p>",Fruits,,,,,,,Fresh,20.50,27.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,3.00000,3,3
31eb0866-e7cb-11e4-e556-e8474df60a6d,20027,20027,,,,"Sweet onions",<p>750g</p>,Vegetables,,,,,,,Fresh,8.50,11.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,4
31eb0866-e7cb-11e4-e556-e845c7569be8,20028,20028,,,,"Sweet oranges","<p>Price per 1Kg</p>",Fruits,,,,,,,Fresh,2.50,4.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,6.00000,4,4
31eb0866-e7cb-11e4-e556-e845c76c1a50,20029,20029,,,,"Sweet peach",<p>500g</p>,Fruits,,,,,,,Fresh,5.85,8.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,0.00000,2,2
31eb0866-e7cb-11e4-e556-e845c783e91e,20030,20030,,,,"Sweet pineapples","<p>Price per piece</p>",Fruits,,,,,,,Fresh,33.75,45.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,2.00000,2,2
31eb0866-e7cb-11e4-e556-e845c79acbd6,20031,20031,,,,"Yellow Grapefruit","<p>1 kg</p>",Fruits,,,,,,,Fresh,4.00,7.00000,"Default tax",Sales,"Cost of goods sold",,Agrovate,,1,1,6.00000,3,3
31eb0866-e7cb-11e4-e556-e845da3826dc,201001,201001,,,,"Flax seed bread (organic)","<p>Net weight 500g</p>",Bread,,,,,,,"Organic;Whole grain",23.00,28.75000,"Default tax",Sales,"Cost of goods sold",,"Food stores",,1,1,0.00000,2,6
