Product,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Revenue
ALMONDBUTTERHOMEMADE,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,4380.0
BALADYEGGSORGANIC,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.71232876712329,24.0,4374.0
LOWFATRICEMILK946ML,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,31.9,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,33.6,4201.4
QUINOACHEMICALFREEEGYPTIAN,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,47.12903225806453,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,4170.0
ORGANICQUINOA454G,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,49.68,4024.08
BABYSPINACH,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.379310344827586,7.0,7.0,7.0,6.99156626506024,7.0,7.507692307692308,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,3802.3
VEALLIVER1KG,102.0,102.0,101.95,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,101.9,3770.7
QUINOACHEMICALFREELOCAL,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,608.0,38.016774193548386,42.0,3656.52
CITRUSFLOWERHONEY450G,47.5,47.5,44.16666666666666,37.5,112.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,37.5,3612.5
BEEFSTEAK1KG,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.44999999999997,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,76.45,3593.15
BEEFTOPSIDEROAST1KG,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,161.49,3552.78
VEALRIBSBEITKALAWY1KG,81.6,81.60000000000002,81.60000000000002,81.59999999999998,81.60000000000002,81.60000000000002,81.60000000000002,81.60000000000002,81.60000000000002,81.59999999999998,81.59999999999998,81.6,81.59999999999998,81.59999999999998,81.6,81.59999999999998,81.59999999999998,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,81.6,3508.8
GOLDENFLAXSEEDMEAL453G,43.89999999999999,43.9,43.9,43.90000000000001,43.5,43.5,43.5,43.5,43.5,43.5,43.5,43.5,45.659,45.659,47.25,47.25,47.25,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,3404.19
RAWHONEY,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,38.0,38.0,38.0,38.0,38.0,38.0,38.0,37.111538461538466,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,37.91304347826087,3276.9
BLACKBERRIES,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,3252.0
APPLESSUKARY,17.990000000000006,17.990000000000006,17.990000000000006,17.990000000000006,17.990000000000006,17.990000000000006,17.99,24.384375,25.86,25.86,25.86,25.86,25.86,25.86,25.86,25.860000000000007,25.86,25.86,25.86,25.86,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,3194.56
BLUEBERRIES,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,52.0,3178.0
GLUTENFREEROLLEDOATS907G,67.25,67.25,67.25,67.25,67.25,67.25,67.25,67.25,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,78.75,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,3158.5
OLDCOUNTRYSTYLEMUESLI510G,48.6,48.6,48.6,48.6,49.68,49.68,49.68,49.68,49.68,49.68,49.68,52.5,52.5,52.5,52.5,52.5,52.5,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,3095.2
ORGANICCOCONUTOIL,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,146.25882352941176,148.0,148.0,148.0,148.0,148.0,148.0,148.0,3078.4
NGSHAPPYLIFEBOX,155.273,155.273,155.273,155.273,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,101.25,3071.48
HAMBURGER1KG,62.8,62.8,62.8,63.8,71.40000000000002,71.40000000000002,71.39999999999998,71.39999999999998,71.40000000000002,71.39999999999998,71.4,71.4,71.40000000000002,71.40000000000002,71.39999999999998,71.39999999999998,71.39999999999998,71.39999999999998,71.4,71.4,71.40000000000002,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,3066.2
NGSMINIHAPPYLIFEBOX,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,69.06,2969.58
REDAPPLESAMERICAN,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,32.0,28.875,27.0,27.0,27.0,27.0,27.410526315789472,27.410526315789472,27.410526315789472,27.410526315789472,26.1,28.0,2959.0
COOKINGOATGLUTENFREE,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,74.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,80.0,2890.0
RASPBERRIES,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,54.0,2758.0
LOLLAROSSA,6.85,6.85,6.85,6.85,6.85,6.8500000000000005,6.849999999999998,6.85,6.85,7.787368421052633,8.850769230769231,10.27,10.27,10.27,10.27,10.27,10.27,10.27,10.27,6.25,6.25,6.43,7.0,7.0,7.0,6.961111111111111,7.0,7.608695652173912,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2722.59
TURKEYFEMALE,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,108.0,2700.0
FLAXSEEDSEGYPTIAN250G,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.8,19.866666666666667,20.0,20.0,20.0,25.9375,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,2546.0
PROBIOTICS,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,2500.0
COLOREDBELLPEPPER,11.274444444444445,11.274444444444445,11.274444444444445,11.274444444444445,11.274444444444445,11.274444444444445,12.75,12.75,12.75,10.660714285714286,9.5,9.5,10.0,9.952380952380953,10.0,10.0,10.0,10.0,10.0,10.325,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,2336.32
CHICORYWHITEENDIVE500G,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,41.2,2307.2
BROWNSUGAR750G,17.9,17.9,17.9,17.9,17.9,17.9,17.9,17.900000000000006,17.9,18.49428571428572,22.06,22.06,22.06,22.06,22.06,22.06,22.06,22.06,22.06,22.06,20.53,20.53,22.0,22.0,22.0,17.5,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,2290.12
KOFTA1KG,71.40000000000002,71.4,71.4,71.4,71.40000000000002,71.40000000000002,71.40000000000002,71.40000000000002,71.4,71.40000000000002,71.40000000000002,71.40000000000002,71.40000000000002,71.4,71.4,71.40000000000002,71.4,71.40000000000002,71.40000000000002,71.40000000000002,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,71.4,2213.4
SPIRULINAPOWDER100G,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,182.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,160.0,2212.0
REDGRAPESIMPORTED,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.333333333333336,32.0,7.0,7.0,7.0,7.0,17.285714285714285,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2155.0
BEEFLIVER1KG,81.6,81.6,81.59999999999998,81.59999999999998,81.59999999999998,81.59999999999998,81.6,81.6,81.6,81.59999999999998,81.6,81.59999999999998,81.6,81.6,81.6,81.60000000000002,81.59999999999998,81.59999999999998,81.59999999999998,81.59999999999998,81.6,81.6,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,84.0,2124.0
AMERICANGREENAPPLES,29.564285714285717,29.564285714285717,29.564285714285717,29.564285714285717,29.564285714285717,29.564285714285717,32.19,32.19,32.190000000000005,29.51571428571429,28.03,28.03,26.03,26.03,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,2037.07
PIGEON,34.8,34.8,34.8,34.8,34.8,34.800000000000004,34.800000000000004,34.8,34.8,34.8,34.8,34.8,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.8,34.8,34.8,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,34.800000000000004,2018.4
DRIEDGOJIBERRIES250G,72.75,72.75,72.75,72.75,72.75,72.75,72.75,60.0,60.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,36.0,2018.25
TOMATOES,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9000000000000004,2.9,2.9,2.9,2.9,2.6323333333333334,3.17,3.17,3.1699999999999986,9.75,3.1700000000000004,3.1699999999999995,3.132606428571429,3.1700000000000004,3.1699999999999995,3.17,3.972,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,1998.744735
CUCUMBER,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.8012820512820507,3.0,3.2321428571428568,4.75,4.75,4.75,4.75,4.731021612903225,4.75,4.75,4.75,4.483333333333333,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,3.15,1982.76167
BROCCOLI,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,9.0676,9.57,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,6.25,17.84375,329.0,16.0,16.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1914.36
REDPLUMS,10.0,10.0,10.0,10.0,10.0,10.0,10.0,17.169999999999998,17.169999999999998,17.81,18.45,18.45,18.45,18.45,18.45,18.214285714285715,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,16.8,1904.78
POTATOES,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.974444444444446,5.11,5.24421052631579,5.619999999999999,5.62,8.15,8.15,8.15,8.15,8.149999999999999,8.15,6.321428571428571,5.111111111111111,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1877.95
OSSOBUCCO,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,78.0,1872.0
CAIRODELIVERYFEE,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,1790.0
NATURALNOFATGRANOLA340G,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,46.5,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,47.25,1778.25
HONEYOATGRANOLA340G,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,46.75,47.25,47.25,47.25,47.25,47.25,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,49.5,1763.0
ITALIANBASIL,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.25,5.1199482000000005,5.25,5.25,4.0,6.25,6.375,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,1754.099741
HONEYMOONMIX,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.25,56.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,1618.5
